code,description,unit
9401,Кароватга айлантириладиган ёки айлантирилмайдиган ўтириш учун мебель ва унинг қисмлари (9402-товар позициясида кўрсатилганлардан ташқари):,
940110000,ҳаво кемаларида фойдаланиладиган ўриндиклар:,
9401100001,"– чарм ўриндиқлардан ташқари, фуқаролик ҳаво кемаларида фойдаланиш учун ўриндиқлар4)",дона
9401100009,– бошқалар,дона
940120000,моторли транспорт воситаларида фойдаланиладиган ўриндиқлар:,
9401200001,"– 8701 – 8705 товар позицияларидаги моторли транспорт воситалари, уларнинг узеллари ва агрегатларининг саноат йиғуви учун",дона
9401200009,"– бошқалар – баландлигини ўзгартирадиган мосламали, айланадиган, ўтириш учун мебель:",дона
9401310000,– ёғочдан,дона
9401390000,"– бошқа – кароватга айлантириладиган ўтириш учун мебель, дала ҳовли ёки сафар кўчма мебелидан ташқари:",дона
9401410000,– ёғочдан,дона
9401490000,"– бошқа – қамиш, тол, бамбук ёки шунга ўхшаш материаллардан ўтириш учун мебель:",дона
9401520000,– бамбукдан,дона
9401530000,– ротангдан,дона
9401590000,– бошқа – ўтириш учун ёғоч каркасли бошқа мебель:,дона
9401610000,– қопланган мебель,дона
9401690000,– бошқа – ўтириш учун металл каркасли бошқа мебель:,дона
940171000,– қопланган:,
9401710001,– – транспорт воситалари ўриндиғига ўрнатиладиган ёки маҳкамланадиган болалар хавфсизлик ўриндиғи (кресло),дона
9401710009,– – бошқа,дона
940179000,– бошқа:,
9401790001,– – транспорт воситалари ўриндиғига ўрнатиладиган ёки маҳкамланадиган болалар хавфсизлик ўриндиғи (кресло),дона
9401790009,– – бошқа,дона
940180000,ўтириш учун бошқа мебель:,
9401800001,– транспорт воситалари ўриндиғига ўрнатиладиган ёки маҳкамланадиган пластмасса каркасли болалар хавфсизлик ўриндиғи (кресло),дона
850,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
9401800009,– бошқа – қисмлар:,дона
940191000,– ёғочдан:,
9401910001,– – учиш ускуналарида фойдаланиладиган турдаги ўриндиқлар,кг
9401910009,– – бошқалар,кг
940199000,– бошқалар:,
9401990001,– – учиш ускуналарида фойдаланиладиган ўриндиқлар,кг
9401990002,"– – 8701 – 8705 товар позицияларидаги моторли транспорт – воситалари, уларнинг узеллари ва агрегатларининг саноат йиғуви учун мўлжалланган ўриндиқларнинг",кг
9401990009,– – бошқалар,кг
9402,"Тиббий, жаррохлик, стоматология, ёки ветеренария мебеллари (масалан, операция столлари, кўрик столлари, механик воситалар билан жиҳозланган касалхона ётоқлари, стоматологик стуллар) айланма ва бир вақтнинг ўзида эгилиш ва кўтариш воситаларига эга сартарошлар учун стуллар ва шунга ўхшаш стуллар:",
940210000,"стоматологик, сартарошлик ёки ўхшаш ўриндиқлар ва уларнинг қисмлари:",
9402100001,– стоматологик ўриндиқ ва уларнинг қисмлари,кг
9402100009,– бошқалар,кг
9402900000,бошқалар,кг
9403,Бошқа мебель ва уларнинг қисмлари:,
940310,муассасаларда фойдаланиладиган турдаги метал мебель: – – баландлиги 80 см дан ошмайдиган:,
9403105100,– – ёзув столлари,кг
940310580,– – бошқа:,
9403105801,– – – чизма столлари (9017 товар позициясида кўрсатилганлардан – ташқари),кг
9403105809,– – – бошқа – – – баландлиги 80 см дан юқори:,кг
9403109100,"– – эшик, лўкидон ёки қайтарма тахталар билан жиҳозланган – шкафлар",кг
9403109300,"– – ҳужжат, картотека сақлашга мўлжалланган ва бошқа шкафлар",кг
940310980,– – бошқа:,
9403109801,– – – чизма столлари (9017 товар позициясида кўрсатилганлардан – ташқари),кг
9403109809,– – – бошқа,кг
940320,бошқа метал мебель:,
940320200,– кроватлар:,
9403202001,– – фуқаролик ҳаво кемалари учун4),кг
9403202009,– – бошқалар,кг
940320800,– бошқа:,
9403208001,– – фуқаролик ҳаво кемалари учун4),кг
9403208009,– – бошқалар,кг
940330,муассасаларда фойдаланиладиган турдаги ёғоч мебель:,
851,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги – – баландлиги 80 см дан ошмайдиган:,
9403301100,– – ёзув столлари,дона
9403301900,– – бошқа – – баландлиги 80 смдан юқори:,дона
9403309100,"– – эшик, лўкидон ёки қайтарма тахта билан жиҳозланган шкафлар; ҳужжат, картотека сақлашга мўлжалланган ва бошқа шкафлар",дона
9403309900,– – бошқа,дона
940340,ошхона туридаги ёғоч мебель:,
9403401000,– бўлмали ошхона мебели,дона
9403409000,– бошқа,дона
9403500000,ётоқхона туридаги ёғоч мебель,дона
940360,бошқа ёғоч мебель:,
9403601000,– ошхона ва яшаш хоналари учун ёғоч мебель,дона
9403603000,– дўкон учун ёғоч мебель,дона
9403609000,– бошқа ёғоч мебель,дона
940370000,пластмассадан тайёрланган мебеллар:,
9403700001,– фуқаролик ҳаво кемалари учун4) – – – бошқа: – – – бола оёғи учун иккита тешиги бўлган газлама материалидан тутиб турувчи мослама ва мебел ғилдираги билан жиҳозланган йиғма метал синчли юргич:,кг
9403700002,– – – вазни кўпи билан 15 кг бўлган болалар учун,кг
9403700003,– – – бошқалар,кг
9403700008,"– – бошқа – – қамиш, тол, бамбук ёки ўхшаш материаллардан тайёрланган бошқа мебель:",кг
9403820000,– бамбукдан,кг
9403830000,– ротангдан,кг
9403890000,– бошқа – – қисмлари:,кг
9403910000,– ёғочдан,кг
940399000,– бошқалар:,
9403990001,– – металдан,кг
9403990009,– – бошқа материаллардан,кг
9404,"Матрасли асослар; пружинали ёки ҳар хил материаллар билан тўлдирилган ёки ғовакли резина ёки пластмассадан иборат, қопламали ёки қопламасиз ётоқ жиҳозлари ва жиҳозлашнинг ўхшаш буюмлари (масалан, матраслар, қавима кўрпалар, диван пар ёстиқлари, пастак курси ва ёстиқлар):",
9404100000,матрасли асослар – – матраслар:,кг
940421,"– ғовакли резина ёки пластмассадан иборат, қопламали ёки қопламасиз:",
9404211000,– – резинадан,дона
9404219000,– – пластмассадан,дона
852,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
940429,– бошқа материаллардан:,
9404291000,– – пружинали,дона
9404299000,– – бошқалар,дона
9404300000,қоп кўрпа,дона
940440000,"қавима кўрпа, каравот чойшаблари, партўшаклар:",
9404400001,– парли ёки патли,кг
9404400009,– бошқалар,кг
940490,бошқалар:,
9404902000,– парли ёки патли,кг
9404908000,– бошқалар,кг
9405,"Ёритгич ва ёритиш ускуналари, шу жумладан бошқа жойда номланмаган ва киритилмаган прожекторлар, тор йўналишли нур чироқлари, фаралар ва уларнинг қисмлари; нурли пешлавҳалар, номи ёки атамаси ёки манзили ифодаланган чироқли тахтачалар ва бошқа жойда номланмаган ва киритилмаган, ички ўрнатилган ёруғлик манбаига эга бўлган ўхшаш буюмлар ва уларнинг қисмлари: – қандил ва шифтга ёки деворга ўрнатиладиган, очиқ жамоат жойлари ёки транспорт магистралларини ёритиш учун мўлжалланган ёритиш ускуналаридан ташқари, бошқа электр ёритиш ускуналари:",
94051100,– фақат светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун мўлжалланган:,
940511001,– – пластмасса ёки сополдан:,
9405110011,– – – тиббий мақсадлар учун – – – – – бошқалар: – – – – – пластмассадан:,кг
9405110012,– – – – – фуқаролик ҳаво кемалари учун4) – – – – – – – бошқа:,кг
9405110013,– – – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405110014,– – – – – – бошқалар – – – – – – бошқалар:,кг
9405110015,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405110019,– – – – – бошқалар,кг
940511002,– – шишадан:,
9405110021,– – – тиббий мақсадлар учун – – – – – бошқалар:,кг
9405110022,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405110029,– – – – бошқалар,кг
940511003,– – бошқа материаллардан:,
9405110031,– – – тиббий мақсадлар учун,кг
9405110032,– – – ноқимматбаҳо металдан бўлган фуқаролик ҳаво кемалари – учун4),кг
853,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги – – – – бошқалар:,
9405110033,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405110039,– – – – бошқалар,кг
94051900,– бошқалар:,
940519001,– – пластмасса ёки сополдан: – – – – чўғланма лапмпалар билан ишлатишга мўлжалланган пластмассадан:,
9405190011,– – – – тиббий мақсадлар учун,кг
9405190012,– – – – фуқаролик ҳаво кемалари учун4),кг
9405190013,– – – – бошқалар – – – – – бошқалар:,кг
9405190016,– – – – тиббий мақсадлар учун – – – – – – бошқалар: – – – – – – пластмассадан:,кг
9405190017,– – – – – – фуқаролик ҳаво кемалари учун4),кг
9405190018,– – – – – – бошқалар,кг
9405190019,– – – – – бошқалар,кг
940519002,– – шишадан:,
9405190021,– – – тиббий мақсадлар учун,кг
9405190029,– – – бошқалар,кг
940519003,– – бошқа материаллардан: – – – – чўғланма лампалар билан ишлатишга мўлжалланган:,
9405190031,– – – – тиббий мақсадлар учун,кг
9405190035,– – – – ноқимматбаҳо металдан бўлган фуқаролик ҳаво кемалари – учун4),кг
9405190036,– – – – бошқалар – – – – – бошқа:,кг
9405190037,– – – – тиббий мақсадлар учун,кг
9405190038,– – – – ноқимматбаҳо металдан бўлган фуқаролик ҳаво кемалари – учун4),кг
9405190039,"– – – – бошқалар – – стол усти, каравот ёни ёки полга қўйиладиган электр ёриткичлари:",кг
94052100,– светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун мўлжалланган:,
940521001,– – пластмасса ёки сополдан:,
9405210011,– – – тиббий мақсадлар учун – – – – – бошқалар: – – – – – пластмассадан:,кг
9405210012,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405210013,– – – – – бошқалар – – – – – – сополдан:,кг
854,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
9405210014,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405210019,– – – – – бошқалар,кг
940521002,– – шишадан:,
9405210021,– – – тиббий мақсадлар учун – – – – – бошқалар:,кг
9405210022,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405210029,– – – – бошқалар,кг
940521003,– – бошқа материаллардан:,
9405210031,– – – тиббий мақсадлар учун – – – – – бошқалар:,кг
9405210032,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405210039,– – – – бошқалар,кг
94052900,– бошқалар:,
940529001,– – пластмасса ёки сополдан: – – – – чўғланма лампалар билан ишлатишга мўлжалланган пластмассадан:,
9405290011,– – – – тиббий мақсадлар учун,кг
9405290012,– – – – бошқалар – – – – – бошқалар:,кг
9405290013,– – – – тиббий мақсадлар учун – – – – – – бошқалар:,кг
9405290014,– – – – – пластмассадан,кг
9405290019,– – – – – сополдан,кг
940529002,– – шишадан:,
9405290021,– – – тиббий мақсадлар учун,кг
9405290029,– – – бошқалар,кг
940529003,– – бошқа материаллардан: – – – – тор йўналишли ёруғлик прожекторлари ва чироқлари чўғланма лампалар билан ишлатишга мўлжалланган:,
9405290031,– – – – тиббий мақсадлар учун,кг
9405290032,– – – – бошқалар – – – – – бошқалар:,кг
9405290033,– – – – тиббий мақсадлар учун,кг
9405290039,– – – – бошқалар – – янги йил арчаларини безаш учун ишлатиладиган нурли тизимлар:,кг
9405310000,– светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун – мўлжалланган,кг
9405390000,– бошқалар – – бошқа электр ёриткичлари ва ёритиш ускуналари:,кг
94054100,"– фотогальваник, светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун мўлжалланган:",
940541001,– – тор йўналишли ёруғлик прожекторлари ва чироқлари:,
855,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
9405410011,– – – тиббий мақсадлар учун тор йўналишли чироқлар – – – – – бошқалар:,кг
9405410012,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405410019,– – – – бошқалар – – – – бошқалар:,кг
940541002,– – – пластмассадан:,
9405410021,– – – – тиббий мақсадлар учун – – – – – – бошқалар:,кг
9405410022,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405410029,– – – – – бошқалар,кг
940541003,– – – бошқа материаллардан:,
9405410031,– – – – тиббий мақсадлар учун – – – – – – очиқ жамоат жойлари ёки транспорт магистралларини ёритиш учун:,кг
9405410032,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405410033,– – – – – бошқалар,кг
9405410039,– – – – бошқалар,кг
94054200,"– бошқалар, светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун мўлжалланган:",
940542001,– – тор йўналишли ёруғлик прожекторлари ва чироқлари:,
9405420011,– – – тиббий мақсадлар учун тор йўналишли чироқлар – – – – – бошқалар:,кг
9405420012,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405420019,– – – – бошқалар – – – – бошқалар:,кг
940542002,– – – пластмассадан:,
9405420021,– – – – тиббий мақсадлар учун – – – – – – бошқалар:,кг
9405420022,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405420029,– – – – – бошқалар,кг
940542003,– – – бошқа материаллардан:,
9405420031,– – – – тиббий мақсадлар учун – – – – – – очиқ жамоат жойлари ёки транспорт магистралларини ёритиш учун:,кг
9405420032,– – – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405420033,– – – – – бошқалар,кг
9405420039,– – – – бошқалар,кг
94054900,– бошқалар:,
940549001,– – тор йўналишли ёруғлик прожекторлари ва чироқлари:,
9405490011,– – – тиббий мақсадлар учун тор йўналишли чироқлар,кг
856,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
9405490019,– – – бошқалар – – – – бошқалар:,кг
940549002,– – – пластмассадан: – – – – – чўғланма лампа билан ишлатиш учун мўлжалланган:,
9405490021,– – – – – тиббий мақсадлар учун,кг
9405490022,– – – – – бошқалар – – – – – – нурланадиган найсимон чироқлар билан ишлатиш учун мўлжалланган:,кг
9405490023,– – – – – тиббий мақсадлар учун,кг
9405490024,– – – – – бошқалар – – – – – – бошқалар:,кг
9405490025,– – – – – тиббий мақсадлар учун,кг
9405490029,– – – – – бошқалар,кг
940549003,– – – бошқа материаллардан: – – – – – чўғланма лампа билан ишлатиш учун мўлжалланган:,
9405490031,– – – – – тиббий мақсадлар учун,кг
9405490032,– – – – – бошқалар – – – – – – нурланадиган найсимон чироқлар билан ишлатиш учун мўлжалланган:,кг
9405490033,– – – – – тиббий мақсадлар учун,кг
9405490034,– – – – – бошқалар – – – – – – бошқалар:,кг
9405490035,– – – – – тиббий мақсадлар учун,кг
9405490036,– – – – – очиқ жамоат жойлари ёки транспорт магистралларини – ёритиш учун,кг
9405490039,– – – – – бошқалар,кг
9405500000,"ноэлектрик чироқлар ва ёритиш ускуналари – – нурли пешлавҳалар, номи ёки атамаси ҳамда манзили ифодаланган чироқли тахтачалар ва ўхшаш буюмлар:",кг
940561000,– светодиодли (LED) ёруғлик манбаи билан фойдаланиш учун мўлжалланган: – – – пластмассадан:,
9405610001,– – – фуқаролик ҳаво кемалари учун4) – – – – – бошқа:,кг
9405610002,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405610003,– – – – бошқалар – – – – бошқа материаллардан:,кг
9405610004,– – – ноқимматбаҳо металдан бўлган фуқаролик ҳаво кемалари – учун4) – – – – бошқа:,кг
9405610005,– – – – ёруғликнинг қаттиқ босма платадаги светодиодли – манбалари билан ишлатиш учун мўлжалланган,кг
9405610009,– – – – бошқалар,кг
940569000,– бошқалар:,
857,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги – – – пластмассадан:,
9405690001,– – – фуқаролик ҳаво кемалари учун4),кг
9405690002,– – – бошқалар – – – – бошқа материаллардан:,кг
9405690003,– – – ноқимматбаҳо металдан бўлган фуқаролик ҳаво кемалари – учун4),кг
9405690009,– – – бошқалар – – қисмлари:,кг
940591,– шишадан:,
9405911000,– – электр ёритиш ускуналари учун буюмлар (прожекторлар ва – торйўналишли нур чироқларидан ташқари),кг
940591900,– – бошқалар:,
9405919001,– – – тиббий мақсадлар учун,кг
9405919009,– – – бошқалар,кг
940592000,– пластмассадан:,
9405920001,– – тиббий мақсадлар учун,кг
9405920002,"– – 9405 11, 9405 19, 9405 61 ёки 9405 69 субпозицияларидаги маҳсулотларнинг фуқаролик ҳаво кемалари учун мўлжалланган қисмлари4)",кг
9405920008,– – бошқалар,кг
940599000,– бошқалар:,
9405990001,– – – тиббий мақсадлар учун,кг
9405990002,– – 9405 11 9405 19 9405 61 ёки 9405 69 субпозицияларидаги  маҳсулотларнинг фуқаролик ҳаво кемалари учун мўлжалланган қисмлари4),кг
9405990008,– – – бошқалар,кг
9406,Йиғма қурилиш конструкциялари:,
940610,ёғочдан:,
9406101000,– мобил уйлар,кг
9406109000,– бошқалар,кг
9406200000,пўлатдан модулли қурилиш блоклари,кг
940690,бошқалар:,
9406901000,– мобил уйлар – – – бошқалар: – – – қора металлардан:,кг
9406903100,– – – иссиқхоналар,кг
940690390,– – – бошқалар:,
9406903902,– – – – тиббий мақсадлар учун,кг
9406903908,– – – – бошқалар,кг
940690900,– – бошқа материаллардан:,
9406909001,– – – тиббий мақсадлар учун,кг
9406909009,– – – бошқалар,кг
858,,
95,"ГУРУҲ ЎЙИНЧОҚЛАР, ЎЙИНЛАР ВА СПОРТ ИНВЕНТАРИ; УЛАРНИНГ ҚИСМЛАРИ ВА ЖИҲОЗЛАРИ Изоҳлар: 1. Ушбу гуруҳга қуйидагилар киритилмайди: (а) шамлар (3406 товар позицияси); (б) 3604 товар позициясидаги мушакбозлик ёки бошқа пиротехник буюмлари; (в) йигирилган иплар, моноиплар, шнурлар ёки торлар (струна) ёки балиқ ови учун маълум узунликка эга бўлган, бироқ 39-гуруҳ, 4206 товар позицияси ёки XI бўлимга кирувчи балиқ ови учун чилвир шаклида тайёрланмаган шунга ўхшаш буюмлар; (г) спорт сумкалари ёки 4202, 4303 ёки 4304 товар позицияларининг бошқа буюмлари; (д) тўқимачилик материалларидан тайёрланган маскарад либослари (61 ёки 62-гуруҳ), спорт кийимлари ва тўқимачилик материалларидан тайёрланган махсус кийимлар (61 ёки 62-гуруҳлар) хусусан, тирсак сохасида тўлдирилган қатламли ямоқлар каби химоя қисмларига эга бўлган ёки бўлмаган, тиззалар ёки чов қисмида ҳимоя компонентларига эга бўлган ёки эга бўлмаган махсус предметлари (масалан, қиличбозлик кийимлари ёки футбол дарвозабонларининг свитерлари); (е) тўқимачилик материалларидан тайёрланган байроқлар ёки матолар ёки қайиқлар учун елканлар, тахталарга ўрнатилган виндсерфинг ёки қуруқлик транспорт воситаларига",
63,"гуруҳ; (ж) спорт пойабзали (муз ёки ролик конкилар ўрнатилган конкида учиш ботинкаларидан ташқари) 64-гуруҳда ёки спорт бош кийимлари 65-гуруҳда; (з) отда юриш учун таёқ, хивич ва қамчилар ёки ўхшаш буюмлар(6602 товар позицияси) ёки уларнинг қисмлари (6603 товар позицияси); (и) қўғирчоқ ёки 7018 товар позициясининг бошқа ўйинчоқлари учун ўрнатилмаган шиша кўзлар; (к) XV бўлим изоҳларининг 2-бандида кўрсатилган ноқимматбаҳо металлардан тайёрланган умумий мақсад учун қисмлари (XV бўлим), ёки пластмассадан тайёрланган шу каби қисмлар (39-гуруҳ); (л) 8306 товар позициясидаги қўнғироқлар, бонглар ёки шу каби буюмлар; (м) суюқлик насослари (8413 товар позицияси), суюқлик ёки газларни фильтрлаш ёки тозалаш учун ускуна ва қурилмалар (8421 товар позицияси), электр моторлари (8501 товар позицияси), электр трансформаторлари (8504 товар позицияси), маълумотларни сақлаш дисклари, тасмалари, қаттиқ жисмли энергияга боғлиқ бўлмаган қурилмалари, “интеллектуаль карточкалар” ва овозни ёки бошқа ҳодисаларни ёзиб олиш учун мўлжалланган бошқа ташувчилар, ёзилган ёки ёзилмаган (8523 товар позицияси), масофадан бошқариш радиоаппарати (8526 товар позицияси) ёки масофадан бошқариш учун симсиз инфрақизил қурилмалар (8543 товар позицияси); (н) XVII бўлимдаги спорт транспорт воситалари (бобслей чаналари, тобогганлар ва шунга ўхшаш буюмлардан ташқари); (о) икки ғилдиракли болалар велосипедлари (8712 товар позицияси); (п) учувчисиз учиш аппаратлари (8806 товар позицияси); (р) каноэ ва скифлар каби спорт қайиқлари (89-гуруҳ) ёки уларни ҳаракатга келтириш воситалари (ёғочдан тайёрланганлари 44-гуруҳга киритилади); (с) кўзойнаклар, ҳимоя кўзойнаклари ёки спорт ёки очиқ ҳаводаги ўйинлар учун шу каби буюмлар (9004 товар позицияси); (т) маноклар ёки ҳуштаклар (9208 товар позицияси); (у) 93-гуруҳдаги қурол ёки бошқа буюмлар; (ф) барча турдаги чироқ гирляндлари ( 9405 товар позицияси); (х) якка таянчлар, икки оёқлар, уч оёқлар ва шу каби буюмлар (9620 товар позицияси) (ц) ракетка симлари, чодирлар (палатка) ёки кемпинг учун бошқа жиҳозлар, ёки бармоқлари ажратилган қўлқоплар, бошмалдоқдан бошқа бармоқлари ажратилмаган қўлқоплар ва митенкалар (тайёрланган материалига қараб таснифланадиганлар); ёки (ч) овқатланиш хонаси ва ошхона идишлари, овқатланиш ва ошхона анжомлари, пардоз-",
859,"андоз буюмлари, гиламлар ва бошқа тўқимачилик пол қопламалари, кийим-кечаклар, амалиётда фойдаланиш учун мўлжалланган кўрпа-тўшак, овқатланиш хонаси, пардоз- андоз, ошхона бельёлари ва шу каби буюмлар (тайёрланган материалига қараб таснифланади). 2. Ушбу гуруҳга таркибидаги табиий ёки ўстирилган марварид, қиматбаҳо ёки яримқимматбаҳо тошлар (табиий, суньий ёки тикланган), қимматбаҳо металлар ёки қимматбаҳо металлар билан қопланган ноқимматбаҳо металлар аҳамиятсиз қисмни ташкил қиладиган буюмлар киритилади. 3. Ушбу гуруҳ изоҳларининг 1-банди талаблари риоя қилган ҳолда, фақат ёки асосан ушбу гуруҳнинг товарлари билан биргаликда фойдаланиш учун мўлжалланган қисмлар ва жихозлар ушбу товарлар билан биргаликда таснифланиши керак. 4. Юқоридаги 1-изоҳнинг талаблари риоя қилган ҳолда, 9503 товар позициясига, inter alia, ушбу товар позицияси буюмларининг талқин этишнинг асосий қоидаларининг 3(б) қоидасига мувофиқ тўпламлар сифатида қаралиши мумкин бўлмаган ва агар алоҳида тақдим этилса, бошқа товар позицияларида таснифланиши мумкин бўлган битта ёки бир нечта предметлар билан бирга қўшилгани киритилади, шу шарт биланки буюмлар бирга чакана савдода сотиш учун қадоқланган ва уларнинг қўшилганлиги ўйинчоқларнинг асосий хусусиятига эга. 5. 9503 товар позициясига вазифаси, шакли ёки улар тайёрланган материалига мувофиқ фақат ҳайвонлар учун мўлжалланганлигини аниқлаш мумкин бўлган товарлар киритилмайди, масалан “уй ҳайвонлари учун ўйинчоқлар” (улар ўзларига тегишли мос позицияларда таснифланади). 6. 9508 товар позициясида: (а) “томоша боғ аттракционлар” ибораси ўйин кулги ёки кўнгилочар мақсадларда, одамларнинг кўнглини чоғ қилиш, овунтириш мақсадида уларни белгиланган ёки чегараланган йўналиш бўйлаб, шу жумладан сув оқимлари бўйлаб олиб юрадиган, ташийдиган ёки бошқарадиган қурилма ёки қурилмалар комбинацияси ва ускуналарни англатади. Бундай аттракционлар томоша боғларда, мавзумий боғда, сувли боғда ёки ярмарка майдончасида жойлашган бўлиши мумкин. Ушбу томоша боғ аттракционларда одатда турар жой бинолари ёки ўйин майдончаларида ўрнатиладиган ускуналарни ўз ичига олмайди; (б) “аквапарк аттракционлар” ибораси тартибга солинадиган маршрутга эга бўлмаган маълум бир сув минтақаси ҳудудига ўрнатиладиган қурилма ёки қурилмалар ва ускуналарнинг жамланмасини англатади. Аквапарк аттракционлар фақат махсус аквапарклар учун мўлжалланган ускуналарни ўз ичига олади; ва (в) “ярмарка аттракционлар” ибораси одатда оператор ёки хизмат кўрсатувчи шахс иштирок этадиган, стационар бинолар ёки савдо павильонларида ташкил этилиши мумкин бўлган тасодифий ҳолатлар, куч ёки махорат намоён бўлиши билан боғлиқ ўйин кулгуларни ва томошаларни англатади. Ярмарка аттракционларига 9504 товар позициясидаги ускуналар кирмайди. Ушбу товар позициясига Номенклатуранинг бошқа жойида тавсифи аниқроқ берилган ускуналар киритилмайди. Субпозицияларга изоҳ: 1. 9504 50 субпозициясига қўйидагилар киради: (а) телевизион қабул қилувчи, монитор ёки бошқа ташқи экран ёки сирт ёрдамида тасвир қайта тикланадиган консоллар; ёки (б) экран ўрнатилган видео ўйинлар учун ускуналар, портатив ёки портатив бўлмаган. Ушбу субпозицияга тангалар, банкноталар, банк карточкалари, жетонлар ёки ҳар қандай бошқа тўлов воситалари билан ишга тушириладиган видео ўйинлар учун консоллар ва ускуналар киритилмайди (9504 30 субпозиция).",
860,Қўшим ча ТИФ ТН Позициянинг номи ўлчов код бирлиг и [9501] [9502],
950300,"Уч ғилдиракли велосипедлар, самокатлар, педалли автомобиллар ва бошқа ғилдиракли ўйинчоқлар; қўғирчоқлар учун аравачалар; қўғирчоқлар; бошқа ўйинчоқлар; кичрайтирилган ўлчамдаги моделлар ва вақтичоғлик учун шу каби моделлар, ишлайдиган ёки ишламайдиган; барча турдаги бошқотирмалар:",
950300100,"уч ғилдиракли велосипедлар, самокатлар, педалли автомобиллар ва бошқа ғилдиракли ўйинчоқлар; қўғирчоқлар учун аравачалар:",
9503001001,– қўғирчоқлар учун аравачалар,кг
9503001009,"– бошқалар – – фақат одамларни ифодалайдиган қўғирчоқлар, уларнинг қисмлари ва жихозлари:",кг
9503002100,– қўғирчоқлар,кг
9503002900,– қисмлари ва жихозлари,кг
9503003000,"электр поездлари, рельслари билан, светофорлар ва уларнинг – бошқа жихозлари; моделларни кичрайтирилган ўлчамда йиғиш учун элементлар тўпламлари – конструкторлик тўпламлари ва ясаш учун бошқа ўйинчоқлар:",кг
9503003500,– пластмассадан,кг
9503003900,– бошқа материаллардан – – одамлардан ташқари ҳайвонлар ёки бошқа мавжудотларни ифодалайдиган ўйинчоқлар:,кг
9503004100,– ичи тўлдириладиганлар,дона
9503004900,– бошқалар,дона
9503005500,ўйинчоқ қурилма ва мусиқавий асбоблар – – бошқотирмалар:,кг
9503006100,– ёғочдан,дона
9503006900,– бошқалар,дона
9503007000,"бошқа тўпламли ёки жамланмали ўйинчоқлар – ичига мотор ўрнатилган ўйинчоқ ва моделлар, бошқалар:",дона
9503007500,– пластмассадан,дона
9503007900,– бошқа материаллардан – бошқалар:,дона
9503008100,– ўйинчоқ қурол,дона
9503008500,– металлдан қуйилган мини-моделлар – – бошқалар:,дона
9503009500,– – пластмассадан,дона
950300990,– – бошқалар:,
861,Қўшим ча ТИФ ТН Позициянинг номи ўлчов код бирлиг и,
9503009901,"– – – болалар бино ичида ёки очиқ ҳавода фойдаланишадиган ўйин учун баландлиги кўпи билан 120 см, кенглиги кўпи билан 185 см, узунлиги кўпи билан 185 см бўлган газлама ва пластмасса ёки металл (қувур ёки пружинали) каркасли чодирлар, ҳайвонлар, мултипликация персонажлари, транспорт воситалари, геометрик шакллар (масалан пирамида, конус, куб, кесик пирамида) кўринишида",дона
9503009903,– – – асосан болалар учун мўлжалланган портатив интерактив электрон ўқув қурилмалари,дона
