code,description,unit
6403120000,"– чанғи ботинкалари ва югурув чанғи ботинкалари, сноуборд ботинкалари",жуфт
6403190000,– бошқа,жуфт
6403200000,таглиги табиий чармдан ва устки қисми тасмали табиий чармдан  бўлган оёқнинг бош бармоғини ўраб турадиган пойабзал,жуфт
6403400000,уч қисми ҳимоя металл қопламасига эга бошқа пойабзал – табиий чармдан бўлган тагликли бошқа турдаги пойабзал:,жуфт
640351,– тўпиқни ёпиб турувчи:,
6403510500,"– – асосли ёки ёғоч платформали, ички патаксиз – – – бошқа: – – – – тўпиқни ёпувчи, аммо болдирни ёпмайдиган, патак узунлиги:",жуфт
6403511100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403511500,– – – – – эркакларники,жуфт
6403511900,"– – – – – аёлларники – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403519100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403519500,– – – – – эркакларники,жуфт
6403519900,– – – – – аёлларники,жуфт
640359,– бошқа:,
6403590500,"– – асосли ёки ёғоч платформали, ички патаксиз – – – бошқа: – – – – устки қисми тасмали бир ёки бир неча тешиклардан иборат пойабзал:",жуфт
6403591100,"– – – – таглик ва пошналари 3 см дан баланд бўлган – – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403593100,– – – – – 24 см дан кам – – – – – – 24 см или более:,жуфт
6403593500,– – – – – – эркакларники,жуфт
6403593900,– – – – – – аёлларники,жуфт
6403595000,"– – – хона ва бошқа турдаги уй пойабзаллар – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403599100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403599500,– – – – – эркакларники,жуфт
6403599900,– – – – – аёлларники – бошқа турдаги пойабзал:,жуфт
640391,– тўпиқни ёпиб турувчи:,
462,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6403910500,"– – асосли ёки ёғоч платформали, ички патаксиз – – – бошқа: – – – – тўпиқни ёпувчи, аммо болдирни ёпмайдиган, патак узунлиги:",жуфт
6403911100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403911300,– – – – – эркаклар ёки аёллар пойабзали сифатида таснифланмайдиган пойабзал – – – – – – бошқа:,жуфт
6403911600,– – – – – – эркакларники,жуфт
6403911800,"– – – – – – аёлларники – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403919100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403919300,– – – – – эркаклар ёки аёллар пойабзали сифатида таснифланмайдиган пойабзал – – – – – – бошқа:,жуфт
6403919600,– – – – – – эркакларники,жуфт
6403919800,– – – – – – аёлларники,жуфт
640399,– бошқа:,
6403990500,"– – асосли ёки ёғоч платформали, ички патаксиз – – – бошқа: – – – – устки қисми тасмали бир ёки бир неча тешиклардан иборат пойабзал:",жуфт
6403991100,"– – – – таглик ва пошналари 3 см дан баланд бўлган – – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403993100,– – – – – 24 см дан кам  – – – – – – 24 см ёки ундан узун:,жуфт
6403993300,– – – – – – эркаклар ёки аёллар пойабзали сифатида таснифланмайдиган пойабзал – – – – – – – бошқа:,жуфт
6403993600,– – – – – – – эркакларники,жуфт
6403993800,– – – – – – – аёлларники,жуфт
6403995000,"– – – хона ва бошқа турдаги уй пойабзаллар  – – – – бошқа турдаги, патак узунлиги билан:",жуфт
6403999100,– – – – 24 см дан кам – – – – – 24 см ёки ундан узун:,жуфт
6403999300,– – – – – эркаклар ёки аёллар пойабзали сифатида  таснифланмайдиган пойабзал – – – – – – бошқа:,жуфт
6403999600,– – – – – – эркакларники,жуфт
6403999800,– – – – – – аёлларники,жуфт
6404,"Пойабзал таглиги каучук, пластмасса, чарм ёки композицион чармдан ва устки қисми тўқимачилик материалидан бўлган пойабзал: – куачук ёки пластмас тагликдан иборат пойабзал:",
463,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6404110000,"– спорт пойабзали; теннис, баскетбол, гимнастика, бадан тарбия қилиш ва шу турдаги пойабзаллар",жуфт
640419,– бошқа:,
6404191000,– – хона ва бошқа турдаги уй пойабзаллар,жуфт
6404199000,– – бошқа,жуфт
640420,табиий ёки композицион чармдан бўлган тагликли пойабзал:,
6404201000,– хона ва бошқа турдаги уй пойабзаллар,жуфт
6404209000,– бошқа,жуфт
6405,Бошқа турдаги пойабзал:,
640510000,устки қисми табиий ва композицион чармдан бўлган:,
6405100001,– тагликли ёғоч ёки тиқинли,жуфт
6405100009,– тагликли бошқа турдаги материаллардан,жуфт
640520,устки қисми тўқимачилик материалдан бўлган:,
6405201000,– тагликли ёғоч ёки тиқинли – – тагликли бошқа турдаги материаллардан:,жуфт
6405209100,– – хона ва бошқа турдаги уй пойабзаллар,жуфт
6405209900,– – бошқа,жуфт
640590,бошқа:,
6405901000,"– тагликли резинадан, пластмассадан, табиий ёки композицион чармдан бўлган",жуфт
6405909000,– тагликли бошқа турдаги материаллардан,жуфт
6406,"Пойабзал қисмлари (шу жумладан асосий патакка бириктирилган ёки бириктирилмаган пойабзал устки қисмлари) қўйма патак, тавон патак ва шу турдаги маҳсулотлар; гетр, гамаш ва шунга ўхшаш маҳсулотлар ва уларнинг қисмлари:",
640610,"пойабзал устки қисми ва унинг қисмлари, орқа ва қаттиқ ички ва оралиқ қисмлардан ташқари:",
6406101000,– чармдан,кг
6406109000,– бошқа турдаги материаллардан,кг
640620,таглик ва пошнаси резина ёки пластмассадан бўлган:,
6406201000,– резинадан,кг
6406209000,– из пластмассадан,кг
640690,бошқа:,
6406903000,"– пойабзал устки қисми, асосий патакка бириктирилган, таглиги бўлмаган",жуфт
6406905000,– қўйма патак ва бошқа алмаштирувчи қисмлар,кг
6406906000,– чармдан ёки композицион чармдан бўлган таглик,кг
6406909000,– бошқа,кг
464,,
65,"ГУРУҲ БОШ КИЙИМЛАР ВА УЛАРНИНГ ҚИСМЛАРИ Изоҳлар: 1. Мазкур гуруҳга қуйидагилар кирмайди: (а) 6309-товар позициясидаги муқаддам фойдаланилган бош кийимлар; (б) асбестдан бош кийимлар (6812-товар позицияси); ёки (в) қўғирчоқлар учун шляпалар, 95-гуруҳнинг бошқа ўйинчоқ бош кийимлари ёки карнавал буюмлари. 2. Тикилган шляпа ярим фабрикатлари, чизиқларни спирал йўли бўйлаб силлиқлаш орқали ишлаб чиқилган шляпа ярим фабрикатларидан ташқари 6502-товар позициясига кирмайди. Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги",
6501000000,"Шакллантирилмаган, майдонсиз намат ёки фетрдан шляпа шакллари, шляпа заготовкалари ва қалпоқлар; намат ёки фетрдан япалоқ ва цилиндрик заготовклар (шу жумладан, бўйлама кесими билан)",дона
6502000000,"Шакллантирилмаган, майдонсиз, астарсиз ва пардоз ишлов берилмаган ҳар қандай материалдан, ўрма ёки чизиқларни бирлаштириш йўли билан ишлаб чиқилган шляпа ярим фабрикатлари [6503]",дона
6504000000,"Астарлик ва астарсиз, пардоз ишлов берилган ёки берилмаган ҳар қандай материалдан, ўрма ёки чизиқларни бирлаштириш йўли билан ишлаб чиқилган шляпалар ва бошқа бош кийимлар.",дона
650500,"Астарлик ва астарсиз, пардоз ишлов берилган ёки берилмаган, трикотаж материаллардан машинада ёки қўлда тўқилган ёки тўр, намат ёки фетр ёки бошқа тўқимачилик материалнинг бутун бўлагидан тайёрланган (аммо сочлардан ташқари) шляпалар ёки бошқа бош кийимлар; астарлик ва астарсиз, пардоз ишлов берилган ёки берилмаган, ҳар қандай материалдан соч учун тўрлар:",
6505001000,"6501-товар позициядаги шляпа загатовкаларидан, қалпоқлардан ёки япалоқ заготовкалардан ишлаб чиқилган, мўйнали фетрдан ёки ҳам жун ҳам мўйнали фетрдан – бошқалар:",дона
6505003000,– соябонли фуражка ва кепкалар,дона
6505009000,– бошқалар,кг
6506,"Астарлик ва астарсиз, пардоз ишлов берилган ёки берилмаган, бошқа бош кийимлар:",
650610,ҳимоя бош кийимлари:,
6506101000,– пластмассадан,дона
6506108000,– бошқа турдаги материаллардан – бошқалар:,дона
6506910000,– резина ёки пластмассадан,дона
650699,– бошқа турдаги материаллардан:,
6506991000,"– – 6501-товар позициядаги шляпа загатовкаларидан, қалпоқлардан ёки япалоқ заготовкалардан ишлаб чиқилган, мўйнали фетрдан ёки ҳам жун ҳам мўйнали фетрдан",дона
65069990,– – бошқалар:,
465,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги – – – – табиий мўйнадан:,
6506999010,– – – – норкадан,дона
6506999020,– – – – сувсардан,дона
6506999030,– – – – тулки ёки қутбий тулкидан,дона
6506999040,– – – – енотдан,дона
6506999050,"– – – – қуйидаги қўзи зотларининг терисидан: астраханлик, думбали, қоракўл, форсий ва шунга ўхшаш зотларнинг, шунингдек, Ҳинд, Хитой, Мўғул ёки Тибет зотлар терисидан",дона
6506999060,– – – – сассиқкўзандан,дона
6506999070,– – – – қўйдан,дона
6506999080,– – – – бошқалар,дона
6506999090,– – – бошқалар,кг
6507000000,"Бош кийимлар учун ленталар, астарлар, ғилофлар, ўзаклар, – каркаслар, соябонлар ва боғламлар",кг
466,,
66,"ГУРУҲ СОЯБОНЛАР, ҚУЁШ СОЯБОНЛАРИ, ҲАССА, ҲАССА-ЎРИНДИҚЛАР, МИНИШ УЧУН ҚАМЧИ, ХИПЧИНЛАР ВА УЛАРНИНГ ҚИСМЛАРИ Изоҳлар: 1. Мазкур гуруҳга қуйидагилар кирмайди: (а) ўлчов ҳассалари ва шунга ўхшаш буюмлар (9017-товар позицияси); (б) ёки шунга ўхшаш нарсалар билан тўлдирилган, ўқотар қуролли, шпага қўйиладиган, қўрғошиндан қуйилган ҳассалар ва шунга ўхшаш буюмлар (93-гуруҳ); ёки (в) 95-гуруҳ товарлари (масалан, ўйинчоқ соябонлар, ўйинчоқ қуёш соябонлари). 2. 6603-товар позицияга тўқимачилик материаллардан безак қисмлари ёки жиҳозлари, шунингдек, ҳар қандай материаллардан қопламалар, мўйқаламлар, камарлар, соябон қутилари ёки шунга ўхшаш буюмлар кирмайди. Шунга ўхшаш товарлар, 6601- ёки 6602-товар позиция буюмлари билан бирга, аммо уларга маҳкамланмаган ҳолда тақдим этилганда, улар алоҳида таснифланади ва ушбу товарларнинг ажралмас қисми сифатида кўрилмайди. Қўшимча ТИФ ТН Позиция номи ўлчов Код бирлиги",
6601,"Соябонлар ва қуёш соябонлари (шу жумладан, соябон-ҳассалар, боғ соябонлари ва шу каби соябонлар):",
6601100000,боғ соябонлари ёки шунга ўхшаш соябонлар – бошқалар:,дона
6601910000,– очиладиган стерженга эга,дона
660199,– бошқалар:,
6601992000,– – тўқимачилик мато материаллари билан қопламали,дона
6601999000,– – бошқалар,дона
6602000000,"Ҳассалар, ҳасса-ўриндиқлар, миниш учун қамчи, хипчинлар ва шунга ўхшаш буюмлар",дона
66036601,"ёки 6602-товар позицияси буюмлари учун қисмлар, безак қисмлари ва жиҳозлар:",
6603200000,"соябон каркаси, шу жумладан стерженлар устига ўрнатилган – каркаслар",кг
660390,бошқалар:,
6603901000,– ушлагич ва тутгич,кг
6603909000,– бошқалар,кг
467,,
67,"ГУРУҲ ИШЛОВ БЕРИЛГАН ПАТЛАР ВА ПАРЛАР ВА ПАТ ЁКИ ПАРЛАРДАН ТАЙЁРЛАНГАН МАҲСУЛОТЛАР, СУНЪИЙ ГУЛЛАР, ИНСОН СОЧЛАРИДАН МАҲСУЛОТЛАР Изоҳлар: 1. Мазкур гуруҳга қуйидагилар кирмайди: (а) инсон сочларидан бўлган фильтрловчи матолар (5911-товар позицияси); (б) тўр, кашта ёки ўсимлик нақшли бошқа тўқимачилик материаллари (XI бўлим); (в) пойабзал (64-гуруҳ); (г) бош кийимлар ёки соч тўрлари (65-гуруҳ); (д) ўйинчоқлар, спорт анжомлари ёки карнавал учун буюмлар (95-гуруҳд); ёки (е) патлардан супургилар, упа учун парлар ёки соч учун тўрлар (96-гуруҳ). 2. 6701 товар позицияга қуйидагилар кирмайди: (а) патлар ёки парлар фақат тўлдирувчи сифатида ишлатиладиган маҳсулотлар (масалан,",
9404,"позициядаги ётоқ анжомлари) (б) патлар ёки парлар фақат пардоз ёки тўлдирувчи сифатида ишлатиладиган кийим-кечаклар ёки кийим-кечак анжомлари ёки (в) сунъий гул ёки барглар ёки уларнинг қисмлари ёки 6702-товар позициясидаги тайёр маҳсулотлари 3. 6702-товар позицияга қуйидагилар кирмайди: (а) шишадан бўлган буюмлар (70-гуруҳ) ёки (б) қуйиш, болғалаш, ўймакорлик, штамплаш ёки бошқа йўл билан бутун маҳсулот сифатида олинган ёки тўқиш, елимлаш, йиғиш ва ўхшаш усуллардан ташқари бошқа усулда бириктирилган ва қисмлардан иборат бўлган чинни, тош, металл, ёғоч ёки бошқа материаллардан сунъий гуллар, барглар ёки мевалар. Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги",
6701000000,"Патли ёки парли қушларнинг тери ёки бошқа қисмлари, патлар, – пат қисмлари, парлар ва ушбу маҳсулотдан тайёрланган буюмлар (0505-товар позициядаги буюмлар ва ишланган патлар ўзаги ва стержни бундан мустасно)",кг
6702,"Сунъий гуллар, барглар ва мевалар ва уларнинг қисмлари; сунъий гуллардан, барглардан ёки мевалардан маҳсулотлар:",
6702100000,пластмассадан,кг
6702900000,бошқа турдаги маҳсулотлардан,кг
6703000000,"Таралган, сийраклаштирилган, рангсизлантирилган ёки бошқа – усуллар билан ишлов берилган одам сочи; ясама соч ёки ўхшаш маҳсулотларни ишлаб чиқариш учун тайёрланган жун ёки ҳайвонларнинг бошқа соч тури ёки бошқа тўқимачилик материаллари",кг
6704,"Одам сочидан ёки ҳайвонлар сочидан ёки тўқимачилик материаллардан ясама сочлар, улама соқоллар, қошлар ва киприклар, улама ва шунга ўхшаш буюмлар; бошқа жойда номланмаган ёки киритилмаган инсон сочидан ясалган буюмлар: – синтетик ва тўқимачилик материалларидан:",
6704110000,– тугалланган ясама сочлар,кг
6704190000,– бошқалар,кг
6704200000,инсон сочидан,кг
6704900000,бошқа турдаги материаллардан.,кг
468,"XIII БЎЛИМ ТОШ, ГИПС, ЦЕМЕНТ, АСБЕСТ, СЛЮДА ЁКИ ШУ КАБИ МАТЕРИАЛЛАРДАН ТАЙЁРЛАНГАН БУЮМЛАР; КЕРАМИКА БУЮМЛАР; ШИША ВА УНДАН ТАЙЁРЛАНГАН БУЮМЛАР",
68,"ГУРУҲ ТОШ, ГИПС, ЦЕМЕНТ, АСБЕСТ, СЛЮДА ЁКИ ЎХШАШ МАТЕРИАЛЛАРДАН ТАЙЁРЛАНГАН БУЮМЛАР Изоҳлар: 1. Мазкур гуруҳга қуйидагилар киритилмайди: (а) 25-гуруҳнинг товарлари; (б) 4810- ёки 4811-товар позициясининг шимдирилган ёки қопламали қоғози ва картони (масалан, слюда ёки графит кукуни билан қопланган, битумлаштирилган ёки асфальтлаштирилган қоғоз ва картон); (в) 56- ёки 59-гуруҳнинг шимдирилган ёки қопланган тўқимачилик матолари (масалан, слюда кукуни билан қопланган, битумли ёки асфальтланган мато); (г) 71-гуруҳнинг буюмлари; (д) 82-гуруҳнинг асбоблари ёки уларнинг қисмлари; (е) 8442-товар позициясининг литографик тошлари; (ж) электр изоляторлар (8546-товар позицияси) ёки 8547-товар позициясининг изоляцион материалларидан арматуралар; (з) тиш бурғилари (9018-товар позицияси); (и) 91-гуруҳнинг буюмлари (масалан, ўзида ва ўзи билан олиб юриш учун мўлжалланмаган соатлар ва улар учун корпуслар); (к) 94-гуруҳнинг буюмлари (масалан, мебель, чироқлар ва ёритиш ускуналари, йиғма қурилиш конструкциялари); (л) 95-гуруҳнинг буюмлари (масалан, ўйинчоқлар, ўйинлар ва спорт инвентари); (м) 96-гуруҳнинг 2(б)-изоҳида кўрсатилган материаллардан тайёрланган 9602-товар позициясининг буюмлари, ёки 9606-товар позициясининг буюмлари (масалан, тугмалар), 9609-товар позициясининг буюмлари (масалан, қаламларнинг грифеллари),",
9610,"товар позициясининг буюмлари (масалан, грифель тахталар) ёки 9620-товар позициясининг буюмлари (масалан, якка таянчлилар, икки оёқлилар, уч оёқлилар ва шу каби буюмлар); ёки (н) 97-гуруҳнинг буюмлари (масалан, санъат асарлари) 2. 6802-товар позициясида “ёдгорлик ёки қурилиш учун ишлов берилган тош” термини нафақат",
2515,"ёки 2516-товар позициясининг турли тошларини, балки шу каби тарзда ишлов берилган табиий тошларнинг барча турларини (масалан, кварцит, кремень, доломит ва стеатит) англатади, сланцдан ташқари. Қўшимча изоҳ: 1. 6815 91 000 2 ва 6815 99 000 2-подсубпозицияларида “кимёвий боғланиш” термини оловга бардошли материалнинг шундай ноорганик компонентини англатадики (фосфатлар, хлоридлар, сульфатлар, ишқор силикатлари ва бошқа тузлар эритмаси), у билан оловга бардошли материалнинг бошқа компонентларини 800°С дан паст ҳароратда ўзаро таъсирлашуви натижасида, тайёрлаш жараёнида буюмга пишиқлик берилади. Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги",
6801000000,"Табиий тошдан (сланецдан ташқари) брусчатка, бордюр тошлари – ва йўлга ётқизиш учун плиталар",кг
469,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6802,"Ёдгорликлар ёки қурилиш учун ишлов берилган тош (сланецдан ташқари) ва ундан ясалган буюмлар, 6801-товар позициясининг товарларидан ташқари; табиий тошдан (шу жумладан сланец) мозаика учун кубиклар ва шу каби буюмлар, асос устида ёки асоссиз; табиий тош (шу жумладан сланец) гранулалари, увоқлари ва кукунлари, сунъий бўялганлари:",
6802100000,"тўғри тўртбурчак (шу жумладан, квадрат) ёки тўғри тўртбурчак – бўлмаган шаклдаги, энг катта юзаси томонининг ўлчами 7 см дан кам бўлган квадратга жойлашиши мумкин бўлган плиткалар, кубиклар ва шу каби буюмлар; гранулалар, увоқлар ва кукунлар, сунъий бўялган – ёдгорлик ёки қурилиш учун бошқа тошлар ва улардан йўнилган ёки арраланган ясси ёки текис юзали буюмлар:",кг
6802210000,"– мармар, травертин ва алебастр",кг
6802230000,– гранит,кг
680229000,– бошқа тошлар:,
6802290001,– – бошқа оҳактошлар,кг
6802290009,– – бошқалар – – бошқалар:,кг
6802910000,"– мармар, травертин ва алебастр",кг
6802920000,– бошқа оҳактошлар,кг
680293,– гранит:,
6802931000,"– – нетто оғирлиги 10 кг ёки ундан кўпроқ, пардозлаб – ялтиратилган, безатилган ёки бошқа ишлов берилган, ўймакорлик қилинганидан ташқари",кг
6802939000,– – бошқа,кг
680299,– бошқа тошлар:,
6802991000,"– – нетто оғирлиги 10 кг ёки ундан кўпроқ, полировкаланган, – безатилган ёки бошқа ишлов берилган, ўймакорлик қилинганидан ташқари",кг
6802999000,– – бошқалар,кг
680300,Ишлов берилган сланец ва сланецдан ёки агломерланган сланцдан буюмлар:,
6803001000,том ва девор учун материаллар,кг
6803009000,бошқалар,кг
6804,"Шлифовкалаш, чархлаш, полировкалаш, подгонкалаш ёки кесиш учун мўлжалланган тегирмон тош, чархлаш тошлари, шлифовкалаш учун доиралар ва таянч конструкцияси бўлмаган шу каби буюмлар, қўлда чархлаш ёки полировкалаш учун тошлар ва уларнинг табиий тошдан, агломерланган табиий ва сунъий абразивлардан ёки керамикадан бўлган қисмлари, бошқа материаллардан ясалган деталлар билан бирга ёки ушбу деталларсиз:",
6804100000,"шлифовкалаш, чархлаш ёки майдалаш учун тегирмон тош ва – чархлаш тошлари – бошқа тегирмон тошлар, чархлаш тошлари, шлифовкалаш учун доиралар ва шу каби буюмлар:",кг
470,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6804210000,– агломерланган сунъий ёки табиий олмослардан,кг
680422,– бошқа агломерланган абразивлардан ёки керамикадан: – – – боғловчи моддали сунъий абразивлардан‚ бунда боғловчи модда: – – – – синтетик ёки сунъий смоладан:,
6804221200,– – – – мустаҳкамланмаган,кг
6804221800,– – – – мустаҳкамланган,кг
6804223000,– – – керамика ёки силикат материаллардан,кг
6804225000,– – – бошқа материаллардан,кг
6804229000,– – бошқалар,кг
6804230000,– табиий тошдан,кг
6804300000,қўлда чархлаш ёки полировкалаш учун тошлар,кг
6805,"Кесилган ёки тикилган, ёхуд белгиланган шаклни олиш учун бошқа усул билан ишлов берилган ёки ишлов берилмаган тўқимачилик материал, қоғоз, картон ёки бошқа асосдаги табиий ёки сунъий абразив кукун ёки дон:",
6805100000,фақат газлама тўқимачилик маҳсулоти асосидаги,кг
6805200000,фақат қоғоз ва картон асосидаги,кг
680530000,бошқа материаллар асосидаги:,
6805300001,"– газлама тўқимачилик маҳсулоти асосида, қоғоз ёки картон – билан биргаликда",кг
6805300002,– вулканизацияланган тола асосида,кг
6805300009,– бошқалар,кг
6806,"Шлаковата, минерал силикат вата ва шу каби минерал ваталар; қатламлашган вермикулит, бўртган лой, кўпирган тошқол (шлак) ва шу каби бўртган минерал маҳсулотлар; иссиқликни изоляцияловчи, овозни изоляцияловчи ёки овозни ютувчи минерал материалларидан аралашмалар ва буюмлар, 6811- ёки",
6812,товар позициясининг ёки 69-гуруҳ буюмларидан ташқари:,
680610000,"шлаковата, минерал силикат вата ва шу каби минерал ваталар (шу жумладан, уларнинг аралашмалари), қалаштирилган, лист ёки ўрам шаклларда:",
6806100001,– минерал вата (сабзавот етиштириш учун субстрат),кг
6806100002,– авиация двигателларини ишлаб чиқариш учун,кг
6806100008,– бошқалар,кг
680620,"қатламлашган вермикулит, бўртган лой, кўпирган тошқол (шлак) ва шу каби минерал маҳсулотлар (шу жумладан, уларнинг аралашмалари):",
6806201000,– бўртган лой,кг
6806209000,– бошқалар,кг
6806900000,бошқалар,кг
6807,"Асфальт ёки ўхшаш материаллардан (масалан, нефть битуми ёки тошкўмир смоласидан (пек) буюмлар:",
680710000,ўрамларда:,
6807100001,– том ёпиш ёки облицовка материаллари,м2
6807100009,– бошқалар,м2
471,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6807900000,бошқалар,кг
6808000000,"Цемент, гипс, ёки бошқа боғловчи моддалар билан – агломерланган ўсимлик толалари, сомон ёки қиринди, пайраҳа, заррачалар, қипиқ ёки бошқа ёғоч чиқиндиларидан панеллар, плиталар, плиткалар, блоклар ва шу каби буюмлар",кг
6809,"Гипсдан ёки унинг асосидаги аралашмалардан буюмлар: – плиталар, варақлар, панеллар, плиткалар ва ўхшаш буюмлар, безаксиз:",
6809110000,– фақат қоғоз ёки картон билан қопланган ёки армирланган,м2
6809190000,– бошқалар,м2
6809900000,бошқа буюмлар,кг
6810,"Цемент, бетон ёки сунъий тошдан буюмлар, мустаҳкамланган ёки мустаҳкамланмаган: – черепица, плиталар, ғиштлар ва шу каби буюмлар:",
681011,– қурилиш блоклари ва ғиштлар:,
6810111000,"– – енгиллаштирилган бетондан (асоси майдаланган жилвир тош, – грануланган тошқол (шлак) ва ҳоказо)",кг
6810119000,– – бошқалар,кг
681019000,– бошқалар:,
6810190001,"– – черепица; бошқа плитка, шу жумладан тротуар учун",кг
6810190009,– – бошқалар – – бошқа буюмлар:,кг
6810910000,"– қурилиш учун йиғма қурилиш блоклари, шу жумладан, турар – жой қурилиши учун",кг
6810990000,– бошқалар,кг
6811,"Асбоцементдан, целлюлоза толалари билан цементдан ёки шу каби материаллардан буюмлар:",
681140000,таркибида асбест бўлган:,
6811400001,"– гофрали листлар; трубалар, уларга трубкалар ва фитинглар",кг
6811400002,"– бошқа листлар, панеллар, плиткалар ва ўхшаш буюмлар",кг
6811400009,– бошқалар – – таркибида асбест бўлмаган:,кг
6811810000,– гофрали листлар,кг
6811820000,"– бошқа листлар, панеллар, плиткалар ва ўхшаш буюмлар",кг
681189000,– бошқа буюмлар:,
6811890001,"– – трубалар, уларга трубкалар ва фитинглар",кг
6811890009,– – бошқалар,кг
6812,"Ишлов берилган асбест толаси; асбест ёки асбест ва карбонат магний асосидаги аралашмалар; ушбу аралашмалар ёки асбестдан буюмлар (масалан, иплар, газламалар, кийим, бош кийим, пойабзал, прокладкалар), мустаҳкамланган ёки мустаҳкамланмаган, 6811- ёки 6813-товар позицияси товарларидан ташқари:",
681280,крокидолитдан:,
6812801000,– ишлов берилган тола; крокидолит ёки крокидолит ва карбонат – магний асосидаги аралашмалар,кг
472,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
681280900,– бошқалар:,
6812809001,"– – йигирилган иплар ва иплар; арқонлар ва шнурлар, тўқилган – ёки тўқилмаган; газламалар ва трикотаж материаллар; кийим, кийим жиҳозлари, пойабзал ва бош кийимлар; қоғоз, қалин картон ва намат ёки фетр; листларда ёки ўрамларда прессланган крокидолитли толадан зичловчи материал – – – бошқалар:",кг
6812809002,– – – фуқаролик ҳаво кемалари учун4),кг
6812809009,– – – бошқалар – – бошқалар:,кг
6812910000,"– кийим, кийим жиҳозлари, пойабзал ва бош кийимлар",кг
681299,– бошқалар:,
6812991000,– – ишлов берилган асбест толаси; асбест ёки асбест ва карбонат – магний асосидаги аралашмалар,кг
681299900,– – бошқалар:,
6812999001,"– – – йигирилган иплар ва иплар; арқонлар ва шнурлар, тўқилган – ва тўқилмаган; газлама ва трикотаж материаллар; сиқилган толалардан тайёрланган, лист ёки рулон шаклидаги зичловчи материал – – – – бошқалар:",кг
6812999002,– – – – фуқаролик ҳаво кемалари учун4),кг
6812999008,– – – – бошқалар,кг
6813,"Тормоз, улашиш ёки шу каби қурилмалар учун ишлатиладиган, асбест, бошқа минерал моддалар ёки целлюлоза асосидаги, тўқимачилик ёки бошқа материаллари билан бирга ёхуд уларсиз ишлатиладиган фрикцион материаллар ва улардан буюмлар (масалан, листлар, ўрамлар, ленталар, сегментлар, дисклар, шайбалар, прокладкалар):",
681320000,таркибида асбест бўлган:,
6813200001,"– асбест ёки бошқа минераль моддалар асосида, фуқаролик ҳаво – кемалари учун мўлжалланганлар4)",кг
6813200009,– бошқалар – – таркибида асбест бўлмаган:,кг
681381000,– тормоз колодкаларининг қоплагичи:,
6813810001,"– – минераль моддалар асосида, фуқаролик ҳаво кемалари учун – мўлжалланганлар4)",кг
6813810009,– – бошқалар,кг
681389000,– бошқалар:,
6813890001,"– – минераль моддалар асосида, фуқаролик ҳаво кемалари учун – мўлжалланганлар4)",кг
6813890009,– – бошқалар,кг
6814,"Қайта ишланган слюда ва ундан буюмлар, шу жумладан агломерланган ва регенерацияланган слюдадан, қоғоз ёки картон ёхуд бошқалар асосида ёки асоссиз:",
6814100000,"агломерланган ёки регенерацияланган слюдадан пластинлар, – лист ва ленталар, асосли ёки асоссиз",кг
6814900000,бошқалар,кг
473,Қўшимча ТИФ ТН Позициянинг номи ўлчов код бирлиги,
6815,"Бошқа жойда номи кўрсатилмаган ёки киритилмаган тошдан ёки бошқа минерал моддалардан буюмлар (шу жумладан, углерод толалари, углерод толаларидан буюмлар ва торфдан буюмлар): – углерод толалари; электротехникада ишлатилмайдиган углерод толаларидан буюмлар; электротехникада ишлатилмайдиган, графит ёки углероднинг бошқача шаклларидан бошқа буюмлар:",
6815110000,– углерод толалари,кг
6815120000,– углерод толаларидан полотнолар,кг
6815130000,– углерод толаларидан бошқа буюмлар,кг
6815190000,– бошқалар,кг
6815200000,торфдан буюмлар – – бошқа буюмлар:,кг
681591000,"– таркибида магнезит, периклаз шаклидаги магнезит, доломит, шу жумладан доломитли оҳак, ёки хромит бўлгани:",
6815910001,"– – таркибида магнезит, доломит (доломитли оҳакдан ташқари) – ёки хромит бўлгани – – – бошқалар:",кг
6815910002,– – – кимёвий боғламаси бор оловга бардошли материаллардан,кг
6815910009,– – – бошқалар,кг
681599000,– бошқалар:,
6815990002,– – кимёвий боғламаси бор оловга бардошли материаллардан,кг
